,Unnamed: 0,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
811,818,98056,2,,5,4,3,2,5,3,5,4,4,4,3,4,1,1,1,2,1,1,2,2,3,1.0,2,2,3,1,2,1.0,2,3,2,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,21,1,4,3,4,1,1.0,1.406933023,,,,,2018,6,28
814,821,98144,1,1.0,2,3,3,2,1,4,3,3,4,2,2,2,1,1,1,1,1,1,2,2,3,1.0,2,2,2,1,2,2.0,2,2,3,3.0,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,28,1,7,3,1,1,1.0,0.744914761,,,,,2018,6,28
815,822,98072,2,,6,5,5,5,5,2,1,3,4,3,3,1,2,2,2,2,1,2,3,2,2,1.0,2,3,3,3,3,3.0,1,1,1,3.0,2,5,4,2,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,1,18,1,3,1,4,1,2.0,1.336372989,,,,,2018,6,28
819,826,98052,2,,5,5,5,5,5,3,2,4,4,3,2,1,1,2,1,1,1,1,2,2,3,3.0,3,2,3,3,3,3.0,3,3,3,3.0,3,4,4,4,4,4,4,4,1,1,1,1,2,2,2,1,1,1,1,1,2,1,21,1,3,2,2,2,2.0,0.541231061,,,,,2018,6,28
820,827,98115,1,1.0,3,5,3,5,5,3,2,4,4,4,2,1,2,2,2,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,4,4,3,4,4,4,1,1,1,1,1,1,1,1,2,2,1,1,2,1,29,1,3,4,1,1,1.0,0.526697421,,,,,2018,6,28
823,830,98005,1,1.0,5,5,5,2,6,3,1,3,4,5,4,3,1,2,1,1,1,1,2,5,1,1.0,2,2,2,1,3,3.0,3,2,1,1.0,2,4,4,1,4,4,4,4,1,1,1,2,1,1,2,2,2,2,2,2,2,1,19,1,4,1,3,2,3.0,0.562773209,,,,,2018,6,28
824,831,98003,1,1.0,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,1.0,2,2,2,2.0,2,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,29,1,3,1,2,1,1.0,0.540031533,,,,,2018,6,28
829,836,98003,1,1.0,3,3,2,1,3,3,1,3,4,3,3,2,1,2,1,1,1,1,1,2,3,1.0,1,1,1,1,1,1.0,1,1,1,1.0,1,3,3,3,3,3,4,4,1,1,1,1,2,2,2,2,2,1,2,2,2,1,19,1,3,1,4,1,2.0,1.336372989,,,,,2018,6,29
836,843,98072,1,1.0,3,3,3,2,3,3,2,3,4,2,3,2,2,4,2,2,1,1,4,3,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,2,1,25,1,3,3,3,1,2.0,0.533364477,,,,,2018,6,29
838,845,98092,1,1.0,3,3,5,1,3,4,2,3,4,4,2,1,1,2,1,1,1,1,2,2,1,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,2,4,4,4,4,2,2,2,1,2,2,2,2,1,1,2,1,2,1,24,1,3,2,2,1,2.0,0.541231061,,,,,2018,6,29
839,846,98148,1,1.0,3,5,5,1,1,3,1,3,4,1,2,1,1,3,1,1,1,1,1,3,2,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,4,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,28,1,3,3,2,1,2.0,0.540031533,,,,,2018,6,29
840,847,98391,1,1.0,1,4,5,3,5,3,2,3,3,2,2,2,1,3,2,1,1,1,1,3,2,1.0,2,2,2,1,2,3.0,2,2,1,3.0,2,3,4,2,4,4,4,4,1,1,1,1,1,1,2,2,2,2,1,1,2,1,18,1,3,1,2,1,1.0,0.541231061,,,,,2018,6,29
846,853,98155,1,3.0,5,5,5,5,5,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,2,1.0,2,2,1,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,1,1,1,1,2,1,30,1,3,1,1,2,3.0,0.526697421,,,,,2018,6,29
852,859,98052,1,1.0,1,1,1,1,1,2,2,3,3,2,2,2,1,1,1,1,1,1,2,3,1,1.0,1,2,1,1,2,2.0,2,2,1,1.0,2,3,3,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,19,1,3,1,1,1,1.0,0.527867331,,,,,2018,6,29
856,863,98125,1,2.0,4,5,5,3,2,4,1,2,4,1,2,1,1,1,1,1,2,1,1,3,2,1.0,2,2,1,1,2,1.0,1,2,2,1.0,2,2,3,3,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,28,1,4,3,3,2,1.0,0.754344062,,,,,2018,6,29
857,864,98133,1,1.0,1,3,3,5,5,3,2,3,3,3,2,2,1,2,1,1,1,1,3,2,3,1.0,2,2,2,1,2,2.0,2,2,1,3.0,2,2,3,4,3,4,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,21,1,3,1,5,1,1.0,1.603647587,,,,,2018,6,29
858,865,98005,1,1.0,2,2,4,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1.0,1,1,1,1,3,1.0,1,1,1,3.0,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,27,1,4,3,2,1,2.0,0.763773363,,,,,2018,6,29
861,868,98031,1,1.0,3,3,3,3,2,4,4,4,4,4,2,1,1,1,1,1,1,1,2,2,2,2.0,2,2,2,1,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,2,1,2,2,1,23,1,4,2,2,1,2.0,0.569807874,,,,,2018,6,29
866,873,98006,1,1.0,5,5,5,5,5,4,4,4,4,4,3,2,1,4,3,2,1,1,1,2,3,3.0,3,3,3,3,3,3.0,1,2,3,3.0,3,5,5,5,4,4,4,4,1,2,2,2,2,2,1,2,2,2,2,2,2,1,18,1,3,1,3,1,2.0,0.534549196,,,,,2018,6,29
868,875,98122,1,1.0,1,5,4,1,2,3,1,2,3,1,2,2,1,2,1,2,1,1,1,3,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,3,3,3,3,4,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,1,23,1,3,4,2,1,1.0,0.541231061,,,,,2018,6,29
870,877,98115,1,1.0,1,1,1,3,5,2,1,3,5,4,3,2,1,1,1,1,1,1,1,1,1,1.0,2,2,2,1,1,1.0,1,1,1,2.0,2,4,3,4,4,4,4,4,1,1,1,2,2,2,1,2,2,2,1,1,2,1,24,1,3,2,1,1,1.0,0.527867331,,,,,2018,6,30
871,878,98072,1,1.0,3,4,2,2,1,2,2,3,4,2,2,1,2,3,1,1,1,1,2,3,2,1.0,2,2,2,3,3,3.0,1,2,1,3.0,2,3,4,2,3,3,3,3,1,1,1,1,2,2,2,2,2,2,1,1,2,1,21,1,3,3,3,1,2.0,0.534549196,,,,,2018,6,30
872,879,98022,1,1.0,1,1,1,2,3,3,2,3,3,4,2,1,1,1,1,1,1,1,2,2,2,3.0,3,3,2,1,3,1.0,3,2,3,3.0,3,2,1,1,3,3,3,3,2,2,1,2,1,1,1,1,2,2,2,2,2,1,30,1,3,1,1,1,1.0,0.526697421,,,,,2018,6,30
873,880,98105,1,1.0,1,1,1,1,1,3,2,3,3,4,2,1,1,2,2,1,1,1,2,1,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,1,1,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,26,1,3,3,1,1,1.0,0.526697421,,,,,2018,6,30
874,881,98178,1,1.0,5,5,5,5,5,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,3,1,2,1,1,1.0,2,2,2,2.0,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,18,1,3,1,1,2,2.0,0.527867331,,,,,2018,6,30
879,886,98003,1,1.0,3,3,2,1,6,2,1,3,3,2,2,1,1,1,1,1,1,1,2,2,3,1.0,3,3,1,1,2,3.0,2,3,1,3.0,2,2,3,2,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,23,1,3,1,1,1,1.0,0.527867331,,,,,2018,6,30
881,888,98045,1,1.0,1,2,2,1,3,2,1,2,2,1,3,2,5,1,2,2,1,1,3,5,3,2.0,3,2,1,1,3,3.0,1,1,1,2.0,2,2,3,4,4,4,4,4,1,1,1,1,2,2,2,2,1,2,1,1,2,1,21,1,3,1,4,1,1.0,1.336372989,,,,,2018,6,30
882,889,98006,1,1.0,6,4,5,3,2,3,2,3,5,2,2,2,5,2,1,2,1,1,2,3,1,1.0,2,2,2,1,2,1.0,1,1,1,1.0,1,3,3,4,4,3,4,4,1,1,1,2,2,2,1,2,2,2,1,1,2,1,21,1,3,3,2,1,1.0,0.541231061,,,,,2018,6,30
887,894,98155,1,1.0,5,5,4,4,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,25,1,3,2,1,1,2.0,0.526697421,,,,,2018,6,30
888,895,98177,1,1.0,2,3,5,5,2,4,2,3,4,4,2,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,3,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,19,1,3,1,1,1,3.0,0.527867331,,,,,2018,6,30
889,896,98057,1,1.0,5,5,3,5,5,3,5,3,4,4,2,1,1,2,2,1,1,1,5,1,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,2,2,2,2,2,2,1,1,2,1,19,1,3,2,1,1,1.0,0.527867331,,,,,2018,6,30
890,897,98144,1,6.0,5,5,5,3,5,3,2,3,3,3,2,1,2,3,2,1,1,1,3,2,3,1.0,1,2,2,3,3,3.0,2,2,1,3.0,2,4,4,4,3,2,3,3,2,2,1,1,1,1,1,1,2,2,1,1,2,1,26,1,3,1,1,2,1.0,0.526697421,,,,,2018,6,30
893,900,98032,1,1.0,1,1,1,1,1,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1.0,2,1,1,2,1,2.0,1,1,2,2.0,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,30,1,3,3,3,1,1.0,0.533364477,,,,,2018,6,30
894,901,98144,1,1.0,5,5,5,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,1,2,2,3,3,2.0,1,1,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,29,1,3,4,2,1,1.0,0.540031533,,,,,2018,6,30
897,904,98038,1,1.0,5,4,3,3,5,2,1,3,3,4,3,1,2,2,1,1,1,1,4,2,2,1.0,2,2,2,3,3,3.0,2,2,1,1.0,1,2,4,4,4,2,4,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,22,1,3,2,4,1,2.0,1.336372989,,,,,2018,6,30
902,909,98155,1,1.0,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,4,1,2,3.0,2,2,2,2,2,2.0,2,2,2,2.0,2,2,3,3,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,25,1,3,3,1,1,1.0,0.526697421,,,,,2018,6,30
921,929,98005,1,1.0,3,3,2,5,2,3,2,3,4,2,2,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,1,3,2.0,2,2,1,2.0,2,1,2,1,3,3,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,2,26,2,3,3,2,1,2.0,0.716340867,1.0,,,,2019,5,23
922,930,98023,2,,3,5,2,2,3,2,1,3,3,3,2,2,1,2,1,1,1,1,1,2,2,1.0,2,3,3,1,2,3.0,3,3,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,2,28,2,3,3,2,1,2.0,0.716340867,1.0,,,,2019,5,23
932,940,98059,1,3.0,5,5,5,5,5,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1.0,2,3,3,3,1,3.0,1,3,1,3.0,3,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,1,2,1,1,2,2,25,2,1,3,1,2,2.0,0.418909577,1.0,,,,2019,5,23
934,942,98057,1,5.0,1,5,2,1,3,1,1,2,3,3,4,2,1,5,3,2,1,1,1,2,1,1.0,1,1,1,1,1,1.0,1,1,1,1.0,1,2,2,2,3,3,3,3,1,1,2,1,1,1,1,2,1,2,2,2,2,1,21,2,4,1,1,2,1.0,0.87454219,1.0,,,,2019,5,23
944,952,98122,1,1.0,5,5,4,1,5,4,1,4,4,4,2,2,1,2,1,4,1,1,1,2,2,1.0,2,1,2,2,1,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,1,1,2,1,25,2,1,4,4,1,1.0,0.749388673,1.0,,,,2019,5,23
946,954,98057,1,1.0,5,5,5,2,3,2,2,3,3,3,1,1,1,1,1,1,1,2,3,2,2,1.0,2,2,1,3,2,2.0,2,2,1,3.0,2,4,4,4,1,1,1,4,1,2,2,1,1,1,1,1,2,2,2,2,2,2,26,2,3,3,1,2,2.0,0.88437144,1.0,,,,2019,5,23
947,955,98133,2,,5,5,5,3,3,3,2,4,4,2,3,1,1,2,1,1,1,1,2,3,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,3,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,28,2,3,3,4,1,1.0,1.1054643,1.0,,,,2019,5,23
948,956,98055,1,1.0,2,2,2,4,2,5,1,3,4,3,3,1,2,3,2,1,1,1,2,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,2,2,2,3,3,3,2,2,2,1,1,2,1,1,2,1,1,1,1,2,3,26,2,3,3,2,1,2.0,1.23245716,1.0,,,,2019,5,23
953,961,98136,1,1.0,5,5,5,4,2,3,1,4,4,3,2,2,1,2,3,2,1,1,1,2,2,1.0,2,2,2,1,2,3.0,2,2,1,1.0,2,4,4,1,4,4,4,4,1,1,2,1,1,1,1,2,2,2,1,1,2,2,26,2,3,3,1,1,1.0,0.88437144,1.0,,,,2019,5,23
958,966,98003,2,,5,5,5,5,2,4,1,4,1,3,1,1,1,2,1,1,1,1,3,2,3,1.0,2,3,2,3,3,3.0,3,3,1,3.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,20,2,8,1,1,2,2.0,0.733350064,1.0,,,,2019,5,23
961,969,98116,1,1.0,1,1,1,1,1,1,1,1,3,1,4,2,1,2,1,1,1,1,1,3,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,1,3,1,4,4,4,4,2,2,2,1,2,2,2,2,1,2,1,1,2,1,25,2,1,1,3,1,2.0,0.599510938,1.0,,,,2019,5,23
962,970,98027,1,1.0,3,5,5,1,2,2,2,3,3,5,3,2,1,1,1,1,1,1,1,3,2,1.0,1,1,1,1,2,3.0,2,2,1,1.0,2,2,3,2,4,4,4,4,2,2,2,1,1,1,2,2,2,2,1,2,2,2,30,2,1,3,2,1,1.0,0.339316757,1.0,,,,2019,5,23
963,971,98125,1,3.0,5,5,5,3,3,3,1,4,4,3,2,2,2,2,1,1,1,1,2,2,2,2.0,2,2,3,1,2,1.0,2,1,1,2.0,2,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,24,2,3,3,1,1,3.0,0.868561638,1.0,,,,2019,5,23
972,980,98058,2,,5,5,4,2,1,4,2,4,4,2,1,1,1,1,1,2,1,1,1,5,3,1.0,2,2,2,3,3,3.0,2,2,1,1.0,3,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,28,2,1,1,1,2,3.0,0.418909577,1.0,,,,2019,5,23
973,981,98112,1,3.0,5,5,3,3,5,3,1,3,4,3,5,2,2,2,2,1,1,1,2,2,3,3.0,2,2,3,3,3,3.0,3,3,1,2.0,2,4,4,4,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,2,2,27,2,3,3,2,1,1.0,0.716340867,1.0,,,,2019,5,23
974,982,98133,2,,5,5,5,3,3,4,2,4,4,2,2,1,1,1,2,1,1,1,2,2,3,1.0,2,2,1,1,1,2.0,1,1,1,2.0,2,4,4,4,4,3,3,4,1,1,2,2,1,1,2,1,2,1,1,1,2,2,19,2,1,1,1,2,1.0,0.315194627,1.0,,,,2019,5,23
977,985,98102,1,1.0,3,2,2,5,2,3,1,3,3,4,2,1,2,2,1,2,1,1,4,1,2,1.0,1,2,2,2,2,1.0,2,2,1,2.0,2,1,2,2,2,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,25,2,3,1,3,1,1.0,0.88437144,1.0,,,,2019,5,23
978,986,98002,1,1.0,3,3,3,3,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,3,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,1,2,1,1,2,2,2,2,2,1,27,2,3,1,2,1,1.0,1.23245716,1.0,,,,2019,5,23
981,989,98032,1,1.0,2,2,3,2,2,3,2,3,3,2,2,1,2,3,2,2,1,1,4,3,1,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,2,2,4,4,3,4,2,2,2,2,1,1,1,2,2,2,2,1,2,1,30,2,3,3,1,1,2.0,1.52155205,1.0,,,,2019,5,23
992,1000,98119,1,1.0,3,5,5,2,2,2,1,2,3,3,3,2,2,2,1,2,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,3,2,3,3,3,3,1,1,1,1,2,2,2,2,1,1,1,1,2,1,22,2,3,3,1,1,1.0,1.228262068,1.0,,,,2019,5,24
1002,1010,98001,1,1.0,2,3,2,1,5,2,1,4,4,4,3,2,3,3,3,2,1,1,1,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,2,2,1,2,2,2,1,1,2,1,18,2,1,1,3,1,2.0,0.31362394,1.0,,,,2019,5,24
1005,1014,98002,1,1.0,5,5,5,5,5,3,3,4,4,3,1,1,1,1,1,1,1,1,1,1,3,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,26,2,1,1,1,1,2.0,0.418909577,1.0,,,,2019,5,24
1006,1015,98029,1,3.0,5,5,3,3,4,2,1,3,3,3,3,2,1,1,1,1,1,1,1,2,2,1.0,2,3,3,3,3,3.0,2,2,3,2.0,2,4,4,4,3,4,3,4,2,2,1,1,1,1,1,2,2,2,1,1,2,2,24,2,3,3,5,1,2.0,1.155186979,1.0,,,,2019,5,24
1007,1016,98033,2,,5,5,5,5,2,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,3.0,2,2,3,1,2,3.0,3,3,3,3.0,2,4,4,4,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,21,2,1,3,1,2,2.0,0.315194627,1.0,,,,2019,5,24
1008,1017,98115,1,1.0,2,3,2,2,3,2,1,3,4,5,3,2,1,2,1,1,1,1,2,5,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,2,2,3,3,3,5,2,2,1,2,2,2,1,2,2,2,1,1,2,1,30,2,3,3,1,1,1.0,1.52155205,1.0,,,,2019,5,24
1015,1024,98008,2,,5,5,5,5,5,4,3,4,4,4,1,1,2,2,1,1,1,1,1,1,3,3.0,2,3,3,3,3,3.0,3,3,3,3.0,3,4,4,4,4,4,4,4,1,1,1,2,2,1,1,1,1,1,1,1,2,2,19,2,3,2,5,2,2.0,1.155186979,1.0,,,,2019,5,24
1017,1026,98198,1,3.0,5,5,5,5,5,4,4,4,4,2,1,1,1,1,1,1,1,1,1,3,2,1.0,2,3,1,1,3,2.0,1,1,2,1.0,2,3,3,3,4,4,4,4,2,2,2,2,1,1,1,2,1,2,1,1,2,2,26,2,3,1,1,2,2.0,0.88437144,1.0,,,,2019,5,24
1018,1027,98032,1,1.0,3,5,5,1,4,3,2,4,4,3,2,1,2,2,1,1,1,1,1,3,3,1.0,2,2,2,1,2,3.0,1,1,1,1.0,2,3,3,3,4,4,4,4,1,1,1,2,1,1,2,2,2,1,1,1,2,1,20,2,1,3,3,1,1.0,0.31362394,1.0,,,,2019,5,24
1021,1030,98032,1,1.0,3,3,5,5,4,4,3,3,3,1,2,1,1,1,1,2,1,1,2,4,3,1.0,2,1,2,1,2,1.0,1,2,2,1.0,2,4,4,2,3,2,4,4,1,1,1,2,2,2,1,2,2,2,2,1,2,2,23,2,2,2,1,2,2.0,1.224634095,1.0,,,,2019,5,24
1022,1031,98115,1,3.0,4,5,3,1,5,3,1,4,4,4,2,1,1,2,1,1,1,1,1,1,3,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,4,4,3,4,3,4,2,2,2,2,1,2,1,1,2,2,1,1,2,1,23,2,3,3,5,1,1.0,1.633588551,1.0,,,,2019,5,24
1023,1032,98056,1,3.0,5,5,4,1,5,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,3,3.0,3,3,3,3,3,1.0,3,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,27,2,3,3,1,1,2.0,0.88437144,1.0,,,,2019,5,24
1031,1040,98011,1,1.0,5,5,5,4,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,2,1,1.0,3,2,1,1,2,2.0,2,2,1,1.0,2,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,22,2,1,1,2,1,1.0,0.255307648,1.0,,,,2019,5,24
1033,1042,98177,1,1.0,3,4,5,5,3,4,1,4,4,4,1,1,1,3,1,1,1,1,1,2,3,1.0,2,2,1,2,2,2.0,2,2,1,2.0,2,4,3,3,4,4,4,3,1,2,1,1,2,1,2,1,1,1,2,1,2,1,27,2,3,3,5,2,2.0,2.023664226,1.0,,,,2019,5,24
1036,1045,98059,1,1.0,3,3,4,6,2,3,2,3,3,3,2,2,1,2,1,1,1,1,1,2,3,3.0,3,3,3,3,3,3.0,3,3,3,3.0,3,3,3,2,5,5,5,5,1,1,1,1,2,1,1,2,2,2,1,1,2,1,30,2,3,4,2,1,2.0,1.23245716,1.0,,,,2019,5,24
1040,1049,98117,2,,5,5,5,5,5,4,3,4,4,2,2,1,2,2,1,1,1,1,2,3,2,1.0,2,2,2,2,2,3.0,2,2,1,2.0,2,4,4,3,4,4,4,4,2,2,1,1,2,2,2,2,2,1,1,1,2,2,27,2,3,1,3,1,1.0,0.88437144,1.0,,,,2019,5,24
1044,1053,98101,1,1.0,5,5,3,1,5,3,2,4,4,4,1,1,1,2,1,1,1,1,2,2,3,1.0,2,1,1,1,1,1.0,2,2,1,2.0,2,4,4,4,3,4,4,4,2,2,2,1,2,1,1,2,2,2,2,2,2,1,27,2,3,1,3,1,2.0,1.52155205,1.0,,,,2019,5,24
1051,1060,98008,1,1.0,2,1,2,2,1,2,3,2,3,1,2,1,1,2,1,1,1,1,1,1,3,1.0,2,2,2,2,2,1.0,1,2,1,1.0,1,1,2,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,20,2,4,3,2,2,1.0,0.708379174,1.0,,,,2019,5,24
1052,1061,98022,1,1.0,1,1,1,1,2,2,2,2,2,2,5,5,3,3,3,3,2,2,3,3,2,3.0,2,2,3,1,3,3.0,3,3,1,3.0,2,2,2,2,3,3,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,20,2,2,1,1,1,1.0,0.646214879,1.0,,,,2019,5,24
1056,1065,98105,1,1.0,3,5,3,1,5,2,1,3,4,5,3,1,2,2,1,1,1,1,3,5,2,2.0,2,2,1,1,2,2.0,2,2,1,2.0,2,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,21,2,3,2,1,1,1.0,1.228262068,1.0,,,,2019,5,24
1058,1067,98003,1,1.0,3,3,2,2,3,3,2,3,4,3,2,1,2,2,1,1,1,1,5,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,3,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,22,2,3,1,1,1,1.0,0.868561638,1.0,,,,2019,5,24
1060,1069,98106,1,2.0,3,5,4,5,3,3,2,3,3,3,2,2,1,2,2,1,1,1,2,2,3,1.0,2,3,3,1,2,3.0,2,3,1,2.0,2,3,3,3,4,3,3,3,1,2,2,1,1,2,2,2,2,1,1,1,2,1,26,2,1,3,2,1,1.0,0.48560386,1.0,,,,2019,5,24
1063,1072,98033,2,,3,4,4,5,3,2,2,3,3,3,3,2,2,3,2,1,1,1,3,2,1,3.0,3,3,3,3,2,3.0,2,2,1,3.0,2,5,3,3,4,4,4,4,2,2,1,2,1,1,2,2,2,2,1,1,2,2,19,2,3,2,4,1,2.0,1.085702048,1.0,,,,2019,5,24
1064,1073,98033,1,3.0,5,5,5,5,5,3,2,4,4,3,2,4,1,2,1,2,1,1,1,3,1,1.0,2,2,2,1,2,1.0,2,2,3,1.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,22,2,1,2,1,2,2.0,0.31362394,1.0,,,,2019,5,24
1065,1074,98011,2,,5,5,5,5,5,3,3,3,4,3,2,1,1,1,1,2,1,1,1,2,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,22,2,3,3,3,1,2.0,0.868561638,1.0,,,,2019,5,24
1068,1077,98092,1,1.0,5,5,3,5,5,3,2,4,4,4,3,1,2,3,2,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,2,1,1,2,2,1,2,2,2,1,2,2,1,25,2,3,4,5,1,2.0,2.023664226,1.0,,,,2019,5,24
1071,1080,98168,1,1.0,4,5,3,5,5,4,4,3,4,3,2,2,2,1,2,2,1,1,1,2,2,1.0,2,1,1,1,1,1.0,1,1,2,3.0,2,3,3,3,3,3,3,3,1,1,2,2,1,2,1,2,2,2,2,2,2,1,29,2,2,3,3,1,2.0,1.225143673,1.0,,,,2019,5,24
1078,1088,98033,1,1.0,3,3,5,1,4,4,4,4,4,4,2,2,1,3,3,1,1,1,1,3,2,3.0,2,2,2,2,2,2.0,2,2,2,2.0,2,5,5,5,5,4,4,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,26,2,3,4,5,1,2.0,1.176214016,1.0,,,,2019,5,24
