,Unnamed: 0,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
1812,1833,98115,1,1.0,1,1,1,1,2,2,2,4,4,1,2,1,2,2,1,2,1,1,2,2,1,1.0,2,2,3,3,2,3.0,2,2,1,1.0,3,3,3,1,2,2,3,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,48,3,3,4,5,1,1.0,0.936448007,1.0,,,,2019,6,2
1818,1839,98118,1,1.0,2,2,3,1,1,3,1,5,5,2,3,3,2,4,3,2,1,5,5,3,2,1.0,2,2,2,1,2,2.0,2,2,1,3.0,2,4,2,1,2,1,3,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,42,3,3,1,4,1,1.0,0.990756567,1.0,,,,2019,6,2
1819,1840,98144,1,1.0,5,5,3,5,5,3,3,3,3,3,2,1,1,2,1,1,1,1,1,1,2,3.0,2,2,2,3,3,1.0,2,2,3,2.0,2,2,4,4,4,4,3,4,2,2,2,2,2,1,1,2,2,1,2,2,2,1,54,4,7,4,4,1,1.0,0.872417355,1.0,,,,2019,6,2
1820,1841,98023,1,1.0,5,5,3,3,5,3,2,4,4,3,2,1,1,1,1,1,1,1,1,1,2,1.0,1,3,3,3,3,3.0,3,3,3,3.0,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,50,4,3,3,2,1,2.0,0.570317959,1.0,,,,2019,6,2
1822,1843,98008,1,3.0,4,5,3,3,3,4,2,4,4,3,2,1,1,2,1,1,1,1,1,2,2,1.0,2,3,3,2,3,3.0,3,2,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,54,4,4,3,3,1,1.0,0.697933884,1.0,,,,2019,6,3
1823,1844,98072,1,1.0,3,3,5,2,5,3,2,3,4,3,3,2,1,3,2,1,1,1,2,2,2,1.0,1,2,2,1,1,1.0,1,2,1,1.0,2,4,4,2,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,50,4,3,4,5,1,2.0,0.936448007,1.0,,,,2019,6,3
1825,1846,98125,1,3.0,5,5,5,5,5,4,4,4,4,4,1,1,1,3,2,1,1,1,1,1,2,1.0,2,2,2,3,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,49,3,3,3,5,1,2.0,0.936448007,1.0,,,,2019,6,3
1826,1847,98125,1,1.0,5,5,5,3,5,4,2,4,4,4,2,1,1,1,1,1,1,1,2,1,3,1.0,3,3,3,3,3,1.0,3,3,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,42,3,1,2,1,1,2.0,0.563407008,1.0,,,,2019,6,3
1827,1848,98034,3,,5,6,5,5,4,5,5,4,4,3,1,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,3,3.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,48,3,3,3,1,1,2.0,0.704096246,1.0,,,,2019,6,3
1829,1850,98006,2,,5,5,5,3,5,3,2,3,4,2,2,2,1,2,1,1,1,1,1,5,3,1.0,2,2,2,3,3,3.0,2,2,1,1.0,2,3,4,4,4,4,4,4,2,2,1,2,1,1,1,1,2,2,1,1,2,1,53,4,4,3,4,1,2.0,0.872417355,1.0,,,,2019,6,3
1832,1853,98146,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,2,1,1,1,1,3,1,2,1.0,2,1,2,2,2,2.0,2,2,2,2.0,2,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,54,4,3,1,1,1,2.0,0.704096246,1.0,,,,2019,6,3
1834,1855,98092,2,,5,5,5,4,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,4,4,4,4,4,4,4,1,1,2,1,1,1,1,2,2,2,1,1,2,1,40,3,4,3,2,1,2.0,1.052783272,1.0,,,,2019,6,3
1835,1856,98103,1,1.0,2,3,5,1,2,4,2,3,4,3,2,1,1,2,1,1,1,1,1,2,1,1.0,2,2,1,1,2,1.0,2,2,1,1.0,2,4,2,2,5,5,4,4,2,2,1,1,1,1,1,2,2,2,1,1,2,1,47,3,3,2,2,1,1.0,0.570317959,1.0,,,,2019,6,3
1838,1859,98003,1,1.0,5,5,3,3,2,3,1,3,3,2,3,2,2,3,3,2,1,1,2,2,2,1.0,2,2,2,3,3,2.0,2,2,1,3.0,2,3,4,2,3,4,4,4,2,2,2,1,1,1,1,2,1,2,1,1,2,1,42,3,2,3,2,1,2.0,0.914632452,1.0,,,,2019,6,3
1839,1860,98038,3,,3,3,3,3,5,3,3,4,3,3,2,1,1,2,1,1,1,1,2,1,1,2.0,1,2,2,2,2,2.0,3,2,1,2.0,2,4,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,36,3,1,3,5,2,2.0,0.705343665,2.0,,,,2019,6,3
1842,1863,98119,2,,5,5,5,3,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,2.0,2,2,1,1,3,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,49,3,3,2,3,1,1.0,0.704096246,1.0,,,,2019,6,3
1844,1865,98034,1,1.0,5,5,5,5,5,4,2,4,4,4,1,1,2,2,2,1,1,1,1,2,2,1.0,2,2,2,3,3,3.0,3,2,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,42,3,3,2,3,1,2.0,0.792605254,1.0,,,,2019,6,3
1849,1870,98115,1,1.0,3,3,3,1,6,3,1,2,3,1,2,1,2,1,2,1,1,1,1,1,3,1.0,2,2,1,3,3,3.0,2,2,2,2.0,2,3,3,4,4,4,4,4,1,1,1,1,2,2,2,1,1,1,2,2,2,1,44,3,6,3,2,1,2.0,1.052783272,1.0,,,,2019,6,3
1850,1871,98168,1,1.0,5,5,5,2,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,3.0,1,2,2,3,2,3.0,2,2,1,2.0,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,40,3,3,3,3,1,1.0,0.792605254,1.0,,,,2019,6,3
1852,1873,98056,1,1.0,3,3,3,3,3,3,2,4,4,3,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,1,1,3,3.0,2,2,1,2.0,2,3,4,5,3,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,46,3,4,3,3,1,1.0,0.697933884,1.0,,,,2019,6,3
1854,1875,98042,1,1.0,3,5,2,2,5,5,2,3,3,3,3,2,1,3,5,2,1,2,2,2,2,1.0,2,2,2,1,2,3.0,2,2,1,2.0,2,2,4,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2,1,1,2,1,55,4,7,1,3,1,2.0,0.932813497,1.0,,,,2019,6,3
1856,1877,98102,1,1.0,3,3,5,5,3,4,2,3,4,3,1,1,2,3,2,1,1,1,2,3,3,1.0,2,2,3,1,2,3.0,3,2,1,2.0,2,4,4,3,4,4,4,4,2,2,1,1,1,1,1,2,2,1,1,1,2,2,36,3,1,3,2,1,1.0,0.429570202,2.0,,,,2019,6,3
1857,1878,98023,1,1.0,3,3,5,1,1,3,1,3,3,2,2,1,1,2,1,1,1,1,1,4,3,1.0,2,2,2,1,2,1.0,1,1,1,1.0,2,4,4,2,4,4,4,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,40,3,4,3,3,1,2.0,1.299732434,1.0,,,,2019,6,3
1858,1879,98052,2,,3,3,2,2,3,3,3,3,3,3,2,1,2,3,2,1,1,1,1,2,2,1.0,2,2,2,1,3,2.0,2,2,1,2.0,2,4,3,3,3,3,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,1,45,3,8,3,5,1,2.0,0.928252065,1.0,,,,2019,6,4
1859,1880,98155,1,3.0,3,3,3,2,3,3,1,3,3,3,3,2,2,3,2,1,1,1,2,2,2,1.0,2,2,1,1,3,1.0,1,2,1,2.0,2,4,2,4,4,4,4,4,2,2,1,1,1,1,1,2,2,1,1,1,2,1,43,3,3,3,3,1,1.0,0.792605254,1.0,,,,2019,6,4
1860,1881,98033,1,1.0,5,5,5,5,5,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1.0,2,2,3,1,3,1.0,2,2,2,3.0,2,4,4,4,4,4,4,4,2,2,1,1,1,1,2,1,2,2,2,2,2,2,31,2,1,3,2,1,2.0,0.339316757,2.0,,,,2019,6,4
1862,1883,98103,1,6.0,5,5,5,5,5,2,2,3,4,4,3,1,2,3,2,1,1,1,2,2,2,1.0,1,1,3,3,3,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,43,3,3,4,2,2,1.0,0.642010256,1.0,,,,2019,6,4
1863,1884,98023,2,,1,1,1,3,2,2,2,2,3,3,3,2,1,1,1,1,1,1,3,2,2,3.0,1,2,2,2,2,2.0,2,2,1,2.0,2,1,2,2,2,2,3,3,1,1,1,1,2,2,2,2,2,2,1,1,2,2,32,2,3,2,1,1,2.0,0.88437144,1.0,,,,2019,6,4
1864,1885,98198,3,,3,3,3,3,3,3,3,3,3,2,3,1,1,2,1,2,1,1,2,1,2,1.0,1,2,2,3,2,2.0,2,2,2,2.0,2,4,3,3,4,4,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,37,3,1,3,5,1,1.0,0.749331321,2.0,,,,2019,6,4
1865,1886,98052,2,,3,5,4,2,5,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,31,2,4,4,4,1,2.0,0.960588054,1.0,,,,2019,6,4
1866,1887,98030,2,,5,5,5,3,5,3,2,3,4,3,2,1,2,2,1,1,1,1,2,2,2,1.0,1,3,3,2,3,3.0,3,2,3,3.0,2,3,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,2,1,1,2,1,55,4,3,1,1,1,2.0,0.591110627,1.0,,,,2019,6,4
1867,1888,98002,1,1.0,5,5,5,5,5,4,3,3,4,3,1,1,1,3,2,2,1,1,1,2,3,1.0,2,2,3,3,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,51,4,3,1,1,1,2.0,0.704096246,1.0,,,,2019,6,4
1871,1892,98178,2,,2,3,2,1,3,3,1,3,4,4,2,1,1,2,2,1,1,1,2,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,2,3,3,5,2,3,5,1,2,1,1,1,1,2,2,2,2,2,2,2,1,50,4,3,2,1,1,2.0,0.704096246,1.0,,,,2019,6,4
1875,1896,98133,1,1.0,5,5,3,3,5,4,2,4,4,4,3,2,1,2,1,1,1,1,2,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,2,2,2,2,1,2,2,2,2,1,54,4,3,3,3,1,2.0,0.704096246,1.0,,,,2019,6,4
1876,1897,98030,1,1.0,3,4,5,1,3,3,2,3,3,3,2,2,1,1,1,1,1,1,1,2,2,1.0,2,2,2,1,2,3.0,2,2,1,2.0,2,2,3,3,3,3,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,38,3,1,1,2,1,2.0,0.456359676,2.0,,,,2019,6,4
1877,1898,98070,1,1.0,2,3,3,2,3,3,2,3,4,2,5,2,2,3,2,1,1,1,1,3,2,1.0,2,2,2,3,2,2.0,2,2,1,3.0,2,3,3,2,5,5,5,3,1,1,2,1,2,1,2,2,1,1,2,1,2,1,47,3,3,3,5,1,3.0,0.936448007,1.0,,,,2019,6,4
1878,1899,98188,1,1.0,5,5,5,5,5,4,3,4,4,3,1,1,1,2,2,2,1,1,2,2,2,1.0,2,2,2,3,2,2.0,3,2,3,2.0,2,4,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,38,3,1,4,1,1,2.0,0.563407008,2.0,,,,2019,6,4
1880,1901,98023,1,1.0,5,5,5,5,5,3,1,3,4,4,1,1,1,2,2,1,1,1,2,1,2,1.0,1,2,2,1,2,2.0,2,2,1,2.0,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,55,4,3,1,3,1,2.0,0.591110627,1.0,,,,2019,6,5
1881,1902,98022,1,1.0,3,3,5,3,3,4,3,3,4,3,1,1,1,3,2,1,1,1,1,1,1,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,3,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,2,2,2,1,51,4,3,3,4,1,3.0,0.880120308,1.0,,,,2019,6,5
1888,1909,98042,2,,5,5,5,3,5,4,2,4,4,4,1,1,1,2,2,1,1,1,1,1,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,2,1,2,1,54,4,3,2,3,1,2.0,0.704096246,1.0,,,,2019,6,5
1890,1911,98023,1,1.0,3,3,3,2,3,3,2,4,4,3,2,1,2,2,1,1,1,1,2,2,2,1.0,2,2,2,3,2,1.0,3,2,1,2.0,2,4,4,3,4,4,4,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,46,3,2,2,2,1,2.0,0.665785037,1.0,,,,2019,6,5
1892,1914,98038,1,7.0,5,5,5,3,5,4,2,4,4,4,2,1,1,2,2,1,1,1,1,1,2,,2,2,2,1,2,,2,2,1,,2,3,4,3,3,3,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,38,3,3,3,5,1,2.0,1.241376161,1.0,2.0,2.0,2.0,2021,6,8
1893,1915,98121,1,4.0,5,5,5,3,5,3,2,4,4,4,2,1,1,1,1,1,1,1,1,1,3,,1,3,3,1,3,,3,3,3,,3,4,4,4,3,3,3,4,1,2,1,2,1,1,1,2,2,1,1,1,2,1,44,3,1,3,2,1,1.0,0.503946517,1.0,3.0,3.0,3.0,2021,6,8
1895,1917,98133,1,1.0,3,4,5,5,5,4,2,3,4,3,1,1,1,2,1,1,1,1,3,2,3,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,1,2,1,1,1,1,1,2,1,1,1,1,2,2,51,4,3,2,1,1,1.0,0.902393949,1.0,1.0,2.0,2.0,2021,6,8
1898,1920,98034,2,,1,1,3,2,1,3,2,4,4,1,2,2,1,1,1,1,1,1,1,4,3,,3,1,3,1,1,,1,1,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,32,2,4,3,3,2,2.0,0.939345086,1.0,2.0,1.0,3.0,2021,6,8
1902,1925,98125,2,,3,3,2,2,1,2,2,4,4,1,2,2,1,2,1,1,1,1,1,2,3,,3,3,3,1,3,,3,3,3,,3,3,4,2,2,3,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,51,4,4,1,2,2,1.0,0.875341999,1.0,3.0,3.0,3.0,2021,6,8
1903,1926,98188,1,1.0,2,2,3,1,3,3,1,3,3,3,2,2,2,2,2,1,1,1,1,2,2,,2,2,3,3,2,,2,2,2,,2,4,5,5,4,3,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,48,3,3,2,3,1,2.0,0.902393949,1.0,2.0,2.0,2.0,2021,6,8
1904,1927,98002,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,1,,1,1,1,,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,2,2,2,2,55,4,3,1,1,1,2.0,0.794702018,1.0,2.0,1.0,2.0,2021,6,8
1907,1930,98019,2,,4,5,5,5,5,4,2,4,4,4,2,1,1,2,1,1,1,1,1,2,3,,2,2,2,1,3,,3,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,2,38,3,3,3,4,1,2.0,1.128523783,1.0,1.0,3.0,3.0,2021,6,8
1908,1931,98011,1,1.0,2,3,3,1,3,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,2,,2,2,1,,2,3,3,3,4,4,4,4,1,2,1,2,2,2,1,2,2,2,2,1,2,2,52,4,3,4,5,1,2.0,1.167803934,1.0,2.0,2.0,2.0,2021,6,8
1910,1933,98003,2,,2,3,4,4,2,3,2,4,4,2,2,1,1,1,1,1,1,1,2,2,1,,3,3,1,1,1,,1,1,1,,1,4,4,2,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,44,3,3,2,1,1,1.0,0.834126274,1.0,3.0,3.0,3.0,2021,6,8
1914,1937,98038,1,3.0,1,1,4,3,2,3,3,3,3,3,2,2,2,4,2,1,1,1,1,2,2,,2,2,2,1,2,,2,2,1,,2,2,1,1,4,4,4,4,1,2,2,1,2,1,1,2,2,1,1,1,2,1,39,3,3,3,5,1,2.0,0.540989283,1.0,2.0,1.0,2.0,2021,6,8
1916,1939,98053,1,1.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,3,1,,2,1,1,1,2,,2,2,2,,2,2,2,1,2,2,4,4,1,1,2,2,1,2,1,2,1,2,2,2,2,2,45,3,3,3,2,1,1.0,1.220885931,1.0,1.0,1.0,1.0,2021,6,8
1918,1941,98052,1,1.0,2,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,,2,1,1,1,1,,1,2,2,,2,4,4,2,4,4,4,4,1,2,2,2,2,1,1,2,2,2,2,2,2,1,41,3,3,4,5,1,1.0,0.470425464,1.0,2.0,1.0,1.0,2021,6,8
1919,1942,98198,2,,3,3,5,2,5,4,1,4,4,4,1,1,1,2,1,1,1,1,1,1,2,,2,2,1,3,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,36,3,3,3,2,1,2.0,0.491808439,1.0,2.0,2.0,2.0,2021,6,8
1924,1947,98146,1,1.0,3,3,5,2,5,4,2,4,4,3,2,1,1,1,1,1,1,1,1,2,3,,2,2,2,3,3,,2,2,1,,2,4,4,4,4,4,4,4,1,2,1,1,1,1,1,2,2,2,1,1,2,2,38,3,3,2,4,1,2.0,0.834126274,1.0,3.0,2.0,2.0,2021,6,8
1925,1948,98102,2,,5,5,5,5,3,3,2,4,4,1,2,1,1,2,1,1,1,1,2,3,2,,1,1,1,1,1,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,1,42,3,3,3,4,1,1.0,0.491808439,1.0,2.0,2.0,2.0,2021,6,8
1927,1951,98001,1,1.0,4,3,3,3,4,3,1,3,4,4,1,1,1,2,2,1,1,1,1,2,1,,2,2,3,1,3,,1,1,1,,2,3,3,3,4,3,4,4,2,2,2,2,1,1,2,2,1,2,2,2,2,1,41,3,3,3,3,1,2.0,0.442627595,1.0,1.0,3.0,2.0,2021,6,8
1928,1952,98155,1,1.0,2,2,2,2,2,3,3,3,3,3,1,1,1,2,1,1,1,1,1,2,1,,2,2,1,1,2,,1,2,2,,2,2,2,2,3,3,3,3,1,1,2,2,1,1,2,2,2,2,1,1,2,1,35,3,3,3,3,1,1.0,0.442627595,1.0,1.0,1.0,2.0,2021,6,8
1934,1958,98003,1,1.0,5,5,5,5,5,4,3,4,4,5,1,1,1,1,1,2,1,1,2,2,1,,2,3,2,1,1,,1,1,1,,2,4,4,4,3,3,3,4,1,1,1,2,1,1,1,2,1,2,1,1,2,2,44,3,3,3,2,1,2.0,1.128523783,1.0,3.0,2.0,2.0,2021,6,8
1938,1962,98109,2,,5,5,5,5,5,4,1,4,4,4,1,1,1,3,2,1,1,1,2,1,3,,2,2,2,3,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,1,1,2,2,2,2,49,3,3,3,1,1,2.0,1.342974524,1.0,3.0,2.0,2.0,2021,6,8
1939,1963,98034,1,1.0,1,5,3,5,5,4,2,4,4,2,2,2,2,2,2,2,1,1,2,2,3,,1,3,3,3,3,,2,3,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,49,3,3,4,2,1,1.0,1.406918376,1.0,3.0,3.0,1.0,2021,6,8
1944,1968,98005,1,1.0,2,5,1,2,3,4,3,4,4,4,2,1,1,2,1,1,1,1,3,1,2,,2,2,3,1,3,,1,2,1,,2,4,4,3,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,40,3,3,4,4,1,1.0,0.427659513,1.0,1.0,2.0,2.0,2021,6,8
1946,1970,98126,1,1.0,5,5,6,6,5,4,4,4,4,4,5,1,1,1,1,5,1,1,5,5,3,,2,2,3,3,3,,3,2,2,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,2,1,2,2,1,1,2,2,36,3,5,1,1,2,2.0,0.908089915,1.0,3.0,3.0,3.0,2021,6,8
1948,1972,98042,1,1.0,5,5,5,3,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,2,1,1,2,2,42,3,3,3,5,1,2.0,1.241376161,1.0,2.0,2.0,2.0,2021,6,8
1950,1974,98133,1,1.0,5,5,5,3,5,1,1,4,4,4,2,1,1,2,1,1,1,1,1,1,2,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,45,3,3,2,4,1,2.0,1.19588062,1.0,2.0,2.0,2.0,2021,6,8
1951,1975,98029,1,7.0,4,5,5,2,1,4,2,4,4,1,1,1,1,1,1,1,1,1,1,4,2,,2,2,2,1,2,,1,1,2,,2,3,4,2,4,4,4,4,1,2,2,1,2,1,2,2,1,2,1,1,2,2,47,3,3,4,5,1,2.0,1.167803934,1.0,1.0,2.0,2.0,2021,6,8
1956,1980,98107,1,1.0,3,5,5,3,1,3,2,3,3,2,2,1,1,3,2,1,1,1,1,5,2,,2,3,1,1,3,,3,3,3,,2,4,3,4,5,5,4,5,2,2,2,2,2,2,2,2,1,2,2,2,2,1,43,3,4,3,2,1,1.0,1.094000495,1.0,3.0,2.0,3.0,2021,6,8
1958,1982,98101,1,3.0,5,5,5,2,2,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,1,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,1,1,2,2,1,1,1,2,1,45,3,2,4,3,1,1.0,1.147909244,1.0,2.0,2.0,2.0,2021,6,8
1967,1991,98072,2,,3,5,4,6,5,3,2,3,3,3,2,2,1,1,1,1,1,1,2,2,3,,2,2,1,1,1,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,2,46,3,4,3,4,1,2.0,1.006643298,1.0,1.0,1.0,2.0,2021,6,8
1969,1993,98101,1,1.0,1,1,3,2,1,4,2,4,4,3,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,3,,2,2,2,,2,4,4,3,4,4,4,4,2,2,2,1,2,1,2,2,1,2,2,2,2,2,35,3,1,3,5,1,1.0,0.72581919,2.0,2.0,2.0,2.0,2021,6,8
1971,1995,98122,2,,5,5,5,5,3,4,1,4,4,2,1,1,1,2,1,1,1,1,2,2,3,,2,2,2,3,3,,3,3,1,,3,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,1,42,3,5,4,1,1,1.0,1.046435256,1.0,3.0,3.0,3.0,2021,6,8
1973,1997,98125,2,,3,5,5,2,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1,2,,2,1,2,1,1,,1,1,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,2,2,2,2,1,35,3,3,4,5,1,2.0,0.470425464,1.0,1.0,1.0,2.0,2021,6,8
1974,1999,98166,2,,3,3,5,3,3,4,2,2,3,2,2,2,1,1,1,1,1,1,1,2,3,,2,2,2,3,3,,2,2,3,,2,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,2,2,42,3,6,1,2,1,2.0,0.825536287,1.0,3.0,3.0,3.0,2021,6,8
1975,2000,98033,2,,5,5,5,5,5,2,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,1,1,2,,2,2,2,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,55,4,4,3,4,1,2.0,1.597199033,1.0,2.0,2.0,2.0,2021,6,8
1976,2001,98103,1,1.0,2,5,5,3,1,1,1,3,4,1,1,1,1,2,1,1,1,1,3,5,2,,2,2,3,3,2,,3,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,42,3,3,2,2,1,1.0,0.834126274,1.0,2.0,2.0,2.0,2021,6,8
1978,2003,98109,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,3,,2,2,1,1,3,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,43,3,3,1,1,2,1.0,1.079457531,1.0,3.0,3.0,2.0,2021,6,8
1980,2006,98003,2,,2,2,3,2,1,4,2,2,2,2,3,2,2,2,2,2,1,1,4,2,2,,2,2,2,1,3,,1,1,1,,2,2,2,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,34,2,2,3,1,1,2.0,1.702556451,1.0,1.0,3.0,2.0,2021,6,8
1983,2009,98391,1,1.0,3,3,5,1,1,4,1,4,4,2,2,2,2,2,2,1,1,1,1,2,2,,2,2,2,1,2,,2,2,1,,2,4,3,2,4,4,4,4,2,2,1,1,1,1,1,2,1,1,1,1,2,2,41,3,4,2,4,1,2.0,0.701705844,1.0,2.0,2.0,1.0,2021,6,8
1984,2010,98038,2,,2,2,2,3,1,2,1,1,1,1,2,2,1,2,1,1,1,1,3,2,1,,2,2,1,1,2,,2,2,1,,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,32,2,3,1,2,1,3.0,1.210682231,1.0,1.0,2.0,2.0,2021,6,8
1985,2011,98125,2,,3,5,3,3,2,3,1,3,4,2,1,1,1,2,1,1,1,1,2,2,3,,3,3,3,3,3,,3,3,3,,3,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,33,2,3,4,5,1,2.0,1.331750455,1.0,3.0,3.0,3.0,2021,6,8
1986,2012,98198,2,,3,3,3,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,1,2,2,3,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,50,4,3,1,3,1,2.0,0.955475946,1.0,3.0,2.0,2.0,2021,6,8
